nom_mun
Abaeté
Acaiaca
Água Comprida
Aguanil
Aimorés
Alfredo Vasconcelos
Alpercata
Alterosa
Alvinópolis
Andrelândia
Antônio Carlos
Antônio Prado de Minas
Araçaí
Aracitaba
Araporã
Arceburgo
Arcos
Areado
Argirita
Astolfo Dutra
Baependi
Baldim
Bambuí
Belmiro Braga
Belo Oriente
Boa Esperança
Bom Despacho
Bom Jardim de Minas
Bom Jesus do Amparo
Bonfinópolis de Minas
Botelhos
Buritizeiro
Cabo Verde
Cajuri
Campanário
Campina Verde
Campo Belo
Campo Florido
Campos Gerais
Canápolis
Candeias
Capelinha
Capitão Andrade
Carandaí
Caratinga
Carbonita
Careaçu
Carlos Chagas
Carmo da Cachoeira
Carmo da Mata
Carmo de Minas
Carmo do Paranaíba
Carneirinho
Carrancas
Cascalho Rico
Cássia
Conceição da Barra de Minas
Cataguases
Catas Altas
Chácara
Chiador
Cláudio
Coimbra
Conceição do Pará
Conceição do Rio Verde
Congonhal
Congonhas do Norte
Conquista
Conselheiro Pena
Coqueiral
Cordislândia
Corinto
Coromandel
Coronel Pacheco
Coronel Xavier Chaves
Córrego Danta
Córrego Fundo
Córrego Novo
Couto de Magalhães de Minas
Cristais
Crucilândia
Datas
Delta
Descoberto
Diamantina
Dionísio
Divinésia
Dom Silvério
Dom Viçoso
Doresópolis
Elói Mendes
Entre Folhas
Entre Rios de Minas
Esmeraldas
Espera Feliz
Estrela do Indaiá
Estrela do Sul
Eugenópolis
Faria Lemos
Fernandes Tourinho
Florestal
Formiga
Fortaleza de Minas
Frutal
Funilândia
Galiléia
Goiabeira
Goianá
Gouveia
Grupiara
Guanhães
Guapé
Guaranésia
Guarani
Guaxupé
Guidoval
Guimarânia
Iapu
Ibertioga
Ibiá
Ibituruna
Iguatama
Ilicínea
Indianópolis
Ingaí
Inimutaba
Ipanema
Ipiaçu
Itabira
Itaguara
Itamogi
Itanhomi
Itapagipe
Itapecerica
Itatiaiuçu
Iturama
Itutinga
Jacinto
Jaguaraçu
Japaraíba
Jesuânia
Nova União
Lagamar
Lagoa Dourada
Laranjal
Lavras
Leandro Ferreira
Leme do Prado
Leopoldina
Liberdade
Limeira do Oeste
Luminárias
Luz
Mantena
Mar de Espanha
Mariana
Maripá de Minas
Marliéria
Martinho Campos
Mateus Leme
Matutina
Medina
Mercês
Miradouro
Moeda
Monsenhor Paulo
Monte Alegre de Minas
Monte Belo
Monte Carmelo
Monte Santo de Minas
Morada Nova de Minas
Muriaé
Nazareno
Nepomuceno
Nova Ponte
Olaria
Oliveira
Oratórios
Palma
Paracatu
Paraguaçu
Passa Tempo
Passa Vinte
Patos de Minas
Patrocínio
Pedra do Indaiá
Pedra Dourada
Pedrinópolis
Pequeri
Pequi
Perdigão
Perdizes
Periquito
Pescador
Piedade de Ponte Nova
Piedade do Rio Grande
Pimenta
Pingo-d'Água
Piracema
Pirajuba
Pirapetinga
Piraúba
Ponte Nova
Pouso Alto
Prados
Prata
Pratápolis
Pratinha
Presidente Kubitschek
Presidente Olegário
Alto Jequitibá
Quartel Geral
Queluzito
Recreio
Resplendor
Rio Acima
Rio Casca
Rio do Prado
Rio Paranaíba
Rio Piracicaba
Rio Pomba
Ritápolis
Rodeiro
Romaria
Sacramento
Salinas
Salto da Divisa
Santa Bárbara do Monte Verde
Santa Juliana
Santa Maria de Itabira
Santa Maria do Salto
Santana da Vargem
Santana do Deserto
Santana do Garambéu
Santana do Riacho
Santa Rita de Jacutinga
Santa Rita de Minas
Santa Rita do Sapucaí
Santa Vitória
Santo Antônio do Amparo
Santo Antônio do Aventureiro
Santo Antônio do Grama
Santo Hipólito
São Brás do Suaçuí
São Domingos do Prata
São Francisco de Paula
São Francisco de Sales
São Francisco do Glória
São Geraldo
São Geraldo do Baixio
São Gonçalo do Abaeté
São Gonçalo do Rio Abaixo
São João da Mata
São João del Rei
São João do Manteninha
São João do Oriente
São Joaquim de Bicas
São José do Alegre
São José do Divino
São José do Goiabal
São Pedro dos Ferros
São Sebastião da Bela Vista
São Sebastião do Paraíso
São Sebastião do Rio Verde
São Tiago
São Tomás de Aquino
São Vicente de Minas
Senador Cortes
Senador Firmino
Seritinga
Serra da Saudade
Serra do Salitre
Serrania
Serranos
Silveirânia
Silvianópolis
Simão Pereira
Soledade de Minas
Tabuleiro
Taparuba
Tapira
Teixeiras
Teófilo Otoni
Tiros
Tocantins
Tombos
Três Corações
Três Pontas
Turmalina
Turvolândia
Ubá
União de Minas
Uruana de Minas
Urucânia
Vargem Alegre
Varjão de Minas
Veredinha
Veríssimo
Vieiras
Visconde do Rio Branco
Volta Grande
Wenceslau Braz
