nom_mun
Aimorés
Além Paraíba
Alfenas
Alto Caparaó
Araxá
Arceburgo
Astolfo Dutra
Bandeira do Sul
Barão de Cocais
Barão de Monte Alto
Barbacena
Barroso
Bela Vista de Minas
Belo Horizonte
Belo Oriente
Betim
Bicas
Boa Esperança
Bom Despacho
Bom Sucesso
Brumadinho
Cachoeira da Prata
Caetanópolis
Caeté
Cambuquira
Campanha
Campo Belo
Campos Altos
Canápolis
Capetinga
Capim Branco
Capinópolis
Carbonita
Carmo da Cachoeira
Carmo da Mata
Carmo de Minas
Cássia
Cataguases
Catas Altas
Caxambu
Chácara
Chiador
Conceição das Alagoas
Conceição do Rio Verde
Confins
Congonhas
Conselheiro Lafaiete
Contagem
Cordislândia
Corinto
Coronel Fabriciano
Coronel Pacheco
Coronel Xavier Chaves
Couto de Magalhães de Minas
Cruzeiro da Fortaleza
Cruzília
Cuparaque
Curvelo
Delta
Descoberto
Diamantina
Divinópolis
Divisa Alegre
Dom Cavati
Dona Euzébia
Dores de Campos
Esmeraldas
Estrela do Indaiá
Ewbank da Câmara
Florestal
Fortaleza de Minas
Fronteira
Funilândia
Goianá
Gouveia
Governador Valadares
Guanhães
Guaranésia
Guarani
Guarará
Guaxupé
Ibiraci
Ibirité
Ibituruna
Igarapé
Igaratinga
Ijaci
Inhaúma
Ipaba
Ipatinga
Itabira
Itabirito
Itajubá
Itanhandu
Itatiaiuçu
Itaú de Minas
Itaúna
Janaúba
João Monlevade
João Pinheiro
Juatuba
Juiz de Fora
Lagoa da Prata
Lagoa Santa
Lavras
Leopoldina
Lima Duarte
Machado
Manhumirim
Maravilhas
Mar de Espanha
Mariana
Marilac
Mário Campos
Marliéria
Martinho Campos
Mateus Leme
Matias Barbosa
Matozinhos
Minduri
Miraí
Montes Claros
Muriaé
Nanuque
Naque
Nazareno
Nova Era
Nova Lima
Nova Ponte
Nova Serrana
Olaria
Olímpio Noronha
Oliveira
Ouro Branco
Ouro Preto
Papagaios
Paracatu
Pará de Minas
Paraopeba
Passos
Pedra Azul
Pedrinópolis
Pedro Leopoldo
Pequeri
Pequi
Perdigão
Piedade de Ponte Nova
Pingo-d'Água
Pirajuba
Piranguinho
Pirapora
Pitangui
Piumhi
Planura
Poços de Caldas
Pompéu
Ponte Nova
Pouso Alegre
Prados
Prudente de Morais
Raposos
Recreio
Ribeirão das Neves
Rio Acima
Rio Casca
Rio Doce
Rio Novo
Rio Piracicaba
Rochedo de Minas
Rodeiro
Sabará
Santa Bárbara
Santa Cruz de Minas
Santa Luzia
Santana do Deserto
Santana do Jacaré
Santana do Paraíso
Santa Rita de Minas
Santo Antônio do Amparo
Santo Antônio do Grama
São Bento Abade
São Brás do Suaçuí
São Gonçalo do Pará
São Gonçalo do Rio Abaixo
São Gonçalo do Sapucaí
São Gotardo
São João del Rei
São João do Manteninha
São João do Oriente
São João Nepomuceno
São Joaquim de Bicas
São José da Lapa
São José da Varginha
São Lourenço
São Pedro dos Ferros
São Sebastião do Paraíso
Sarzedo
Senador Cortes
Serrania
Sete Lagoas
Simão Pereira
Teófilo Otoni
Timóteo
Três Corações
Três Marias
Três Pontas
Tupaciguara
Ubá
Uberaba
Uberlândia
Urucânia
Vargem Alegre
Varginha
Várzea da Palma
Vespasiano
Viçosa
Mathias Lobato
Visconde do Rio Branco
Volta Grande
