nom_mun
Fortaleza de Minas
Fortuna de Minas
Frei Inocêncio
Frutal
Galiléia
Goiabeira
Goianá
Gonçalves
Gouveia
Grupiara
Guanhães
Guapé
Guaranésia
Guarani
Guidoval
Guimarânia
Heliodora
Iapu
Ibertioga
Ibiá
Ibitiúra de Minas
Ibituruna
Iguatama
Ijaci
Ilicínea
Inconfidentes
Indianópolis
Ingaí
Inimutaba
Ipanema
Ipiaçu
Ipuiúna
Iraí de Minas
Itabirinha
Itaguara
Itamarati de Minas
Itamogi
Itanhomi
Itapagipe
Itapecerica
Itapeva
Itatiaiuçu
Itumirim
Iturama
Itutinga
Jacinto
Jacuí
Jacutinga
Jaguaraçu
Japaraíba
Jesuânia
João Pinheiro
Nova União
Juruaia
Lagamar
Lagoa Dourada
Lagoa Formosa
Lagoa Grande
Laranjal
Lavras
Leandro Ferreira
Leme do Prado
Liberdade
Lima Duarte
Limeira do Oeste
Luminárias
Luz
Machado
Madre de Deus de Minas
Manhuaçu
Manhumirim
Mantena
Maria da Fé
Maripá de Minas
Marmelópolis
Martinho Campos
Matipó
Matutina
Medina
Mercês
Miradouro
Miraí
Moeda
Moema
Monsenhor Paulo
Monte Alegre de Minas
Monte Belo
Monte Carmelo
Monte Santo de Minas
Monte Sião
Morada Nova de Minas
Muzambinho
Natalândia
Natércia
Nazareno
Nepomuceno
Nova Ponte
Olaria
Oliveira
Oratórios
Ouro Branco
Ouro Fino
Paineiras
Pains
Paiva
Palma
Paracatu
Paraguaçu
Paraisópolis
Passa Tempo
Passa Vinte
Patos de Minas
Patrocínio
Patrocínio do Muriaé
Pedra do Indaiá
Pedra Dourada
Pedrinópolis
Pequi
Perdigão
Perdizes
Perdões
Periquito
Pescador
Piau
Piedade de Ponte Nova
Piedade do Rio Grande
Pimenta
Piracema
Pirajuba
Piranguçu
Pirapetinga
Piraúba
Pitangui
Pocrane
Pouso Alto
Prados
Prata
Pratápolis
Pratinha
Presidente Kubitschek
Presidente Olegário
Alto Jequitibá
Quartel Geral
Queluzito
Raul Soares
Recreio
Resende Costa
Resplendor
Ressaquinha
Ribeirão Vermelho
Rio Casca
Rio Doce
Rio Paranaíba
Rio Piracicaba
Rio Pomba
Ritápolis
Rodeiro
Romaria
Sacramento
Salinas
Santa Bárbara do Monte Verde
Santa Juliana
Santa Maria de Itabira
Santana da Vargem
Santana de Cataguases
Santana do Deserto
Santana do Garambéu
Santana do Riacho
Santa Rita de Caldas
Santa Rita de Jacutinga
Santa Rita de Minas
Santa Rita do Sapucaí
Santa Rosa da Serra
Santa Vitória
Santo Antônio do Amparo
Santo Antônio do Aventureiro
Santo Antônio do Grama
Santo Antônio do Monte
Santo Hipólito
São Domingos do Prata
São Francisco de Paula
São Francisco de Sales
São Francisco do Glória
São Geraldo
São Geraldo do Baixio
São Gonçalo do Abaeté
São Gonçalo do Sapucaí
São João da Mata
São João do Manteninha
São João do Oriente
São José da Barra
São José da Varginha
São José do Alegre
São José do Goiabal
São Pedro da União
São Pedro dos Ferros
São Roque de Minas
São Sebastião da Bela Vista
São Sebastião do Oeste
São Sebastião do Paraíso
São Sebastião do Rio Verde
São Tiago
São Tomás de Aquino
São Tomé das Letras
São Vicente de Minas
Senador Amaral
Senador Cortes
Senador Firmino
Seritinga
Serra da Saudade
Serra do Salitre
Serrania
Serranos
Silveirânia
Silvianópolis
Sobrália
Soledade de Minas
Tabuleiro
Taparuba
Tapira
Tapiraí
Teixeiras
Teófilo Otoni
Tiros
Tocantins
Toledo
Tombos
Três Pontas
Tumiritinga
Turmalina
Turvolândia
Unaí
União de Minas
Uruana de Minas
Vargem Alegre
Vargem Bonita
Varjão de Minas
Vazante
Veredinha
Veríssimo
Vieiras
Visconde do Rio Branco
Wenceslau Braz
