nom_mun
Abadia dos Dourados
Abaeté
Acaiaca
Água Comprida
Aguanil
Aimorés
Albertina
Alfredo Vasconcelos
Alpercata
Alpinópolis
Alterosa
Alvinópolis
Andradas
Andrelândia
Antônio Carlos
Antônio Prado de Minas
Araçaí
Aracitaba
Araguari
Arantina
Araporã
Arapuá
Arceburgo
Arcos
Areado
Argirita
Astolfo Dutra
Baependi
Baldim
Bambuí
Barão de Monte Alto
Belmiro Braga
Belo Oriente
Boa Esperança
Bocaina de Minas
Bocaiúva
Bom Despacho
Bom Jardim de Minas
Bom Jesus da Penha
Bom Jesus do Amparo
Bom Jesus do Galho
Bom Repouso
Bom Sucesso
Bonfinópolis de Minas
Borda da Mata
Botelhos
Brazópolis
Cabo Verde
Cachoeira de Minas
Cachoeira Dourada
Caetanópolis
Cajuri
Caldas
Cambuí
Cambuquira
Campanário
Campestre
Campina Verde
Campo do Meio
Campo Florido
Campos Gerais
Canápolis
Cana Verde
Candeias
Capelinha
Capitão Andrade
Capitólio
Carandaí
Carangola
Caratinga
Carbonita
Careaçu
Carlos Chagas
Carmo da Cachoeira
Carmo da Mata
Carmo de Minas
Carmo do Cajuru
Carmo do Paranaíba
Carmo do Rio Claro
Carmópolis de Minas
Carneirinho
Carrancas
Carvalhópolis
Casa Grande
Cascalho Rico
Cássia
Conceição da Barra de Minas
Catas Altas
Cedro do Abaeté
Central de Minas
Chácara
Chiador
Claro dos Poções
Cláudio
Coimbra
Comendador Gomes
Conceição da Aparecida
Conceição das Pedras
Conceição do Pará
Conceição dos Ouros
Congonhal
Conquista
Conselheiro Pena
Consolação
Coqueiral
Cordislândia
Corinto
Coromandel
Coronel Pacheco
Coronel Xavier Chaves
Córrego Danta
Córrego do Bom Jesus
Córrego Fundo
Córrego Novo
Cristais
Cristiano Otoni
Cristina
Crucilândia
Cuparaque
Datas
Delfinópolis
Dionísio
Divinésia
Divino das Laranjeiras
Divisa Nova
Dom Silvério
Dom Viçoso
Dona Euzébia
Doresópolis
Douradoquara
Elói Mendes
Engenheiro Caldas
Entre Folhas
Entre Rios de Minas
Esmeraldas
Espera Feliz
Espírito Santo do Dourado
Estiva
Estrela Dalva
Estrela do Indaiá
Estrela do Sul
Eugenópolis
Fama
Faria Lemos
Felixlândia
Fernandes Tourinho
Florestal
Formiga
