nom_mun
Abadia dos Dourados
Abaeté
Acaiaca
Água Comprida
Aguanil
Aimorés
Aiuruoca
Alagoa
Albertina
Alfredo Vasconcelos
Alpinópolis
Alterosa
Alto Caparaó
Alvinópolis
Andradas
Andrelândia
Antônio Prado de Minas
Araçaí
Aracitaba
Araguari
Arapuá
Araújos
Arceburgo
Arcos
Areado
Argirita
Astolfo Dutra
Baependi
Baldim
Bambuí
Bandeira do Sul
Barão de Monte Alto
Belmiro Braga
Belo Vale
Biquinhas
Boa Esperança
Bocaina de Minas
Bom Despacho
Bom Jardim de Minas
Bom Jesus da Penha
Bom Jesus do Amparo
Bom Repouso
Bom Sucesso
Bonfim
Bonfinópolis de Minas
Borda da Mata
Botelhos
Brazópolis
Bueno Brandão
Cabo Verde
Cachoeira da Prata
Cachoeira de Minas
Cachoeira Dourada
Caetanópolis
Caiana
Cajuri
Caldas
Camacho
Cambuí
Cambuquira
Campanário
Campanha
Campestre
Campina Verde
Campo do Meio
Campo Florido
Campos Altos
Campos Gerais
Canápolis
Cana Verde
Candeias
Capetinga
Capitão Andrade
Capitólio
Caputira
Carangola
Caratinga
Careaçu
Carlos Chagas
Carmo da Cachoeira
Carmo da Mata
Carmo do Cajuru
Carmo do Paranaíba
Carmo do Rio Claro
Carmópolis de Minas
Carneirinho
Carrancas
Carvalhópolis
Carvalhos
Casa Grande
Cascalho Rico
Cássia
Conceição da Barra de Minas
Catas Altas
Chácara
Chiador
Claraval
Cláudio
Coimbra
Comendador Gomes
Conceição da Aparecida
Conceição das Pedras
Conceição das Alagoas
Conceição do Pará
Conceição dos Ouros
Congonhal
Conquista
Conselheiro Pena
Consolação
Coqueiral
Cordislândia
Coromandel
Coronel Pacheco
Córrego Danta
Córrego do Bom Jesus
Córrego Fundo
Córrego Novo
Cristais
Cristiano Otoni
Cristina
Crucilândia
Cruzeiro da Fortaleza
Cuparaque
Delfim Moreira
Delfinópolis
Desterro do Melo
Divinésia
Divino
Divino das Laranjeiras
Divinolândia de Minas
Divisa Nova
Dom Bosco
Dom Silvério
Dom Viçoso
Dona Euzébia
Dores de Campos
Doresópolis
Douradoquara
Elói Mendes
Entre Rios de Minas
Ervália
Espera Feliz
Espírito Santo do Dourado
Estiva
Estrela Dalva
Estrela do Indaiá
Estrela do Sul
