nom_mun
Abre Campo
Acaiaca
Açucena
Água Boa
Águas Formosas
Águas Vermelhas
Almenara
Alpercata
Alto Rio Doce
Alvarenga
Alvinópolis
Alvorada de Minas
Amparo do Serra
Cachoeira de Pajeú
Angelândia
Antônio Dias
Araçaí
Araçuaí
Araponga
Aricanduva
Arinos
Ataléia
Augusto de Lima
Baldim
Bandeira
Barra Longa
Belo Vale
Berilo
Bertópolis
Berizal
Bias Fortes
Biquinhas
Bocaiúva
Bom Jesus do Amparo
Bom Jesus do Galho
Bonfinópolis de Minas
Bonito de Minas
Botumirim
Brasilândia de Minas
Brasília de Minas
Brás Pires
Braúnas
Buenópolis
Bugre
Buritis
Buritizeiro
Cabeceira Grande
Cajuri
Campanário
Campo Azul
Canaã
Cantagalo
Capelinha
Capitão Andrade
Capitão Enéas
Caputira
Caraí
Caranaíba
Carlos Chagas
Carmésia
Catas Altas da Noruega
Catuji
Catuti
Chalé
Chapada do Norte
Chapada Gaúcha
Cipotânea
Claro dos Poções
Coluna
Comercinho
Conceição de Ipanema
Conceição do Mato Dentro
Cônego Marinho
Congonhas do Norte
Coração de Jesus
Cordisburgo
Coroaci
Coronel Murta
Córrego Novo
Crisólita
Cristália
Curral de Dentro
Datas
Diogo de Vasconcelos
Dionísio
Divino
Divino das Laranjeiras
Divinolândia de Minas
Divisópolis
Dom Bosco
Dom Joaquim
Dores de Guanhães
Dores do Turvo
Durandé
Engenheiro Caldas
Engenheiro Navarro
Entre Folhas
Ervália
Espinosa
Felício dos Santos
São Gonçalo do Rio Preto
Felisburgo
Felixlândia
Fernandes Tourinho
Ferros
Fervedouro
Formoso
Fortuna de Minas
Francisco Badaró
Francisco Dumont
Francisco Sá
Franciscópolis
Frei Gaspar
Frei Inocêncio
Frei Lagonegro
Fronteira dos Vales
Fruta de Leite
Galiléia
Gameleiras
Glaucilândia
Gonzaga
Grão Mogol
Guaraciaba
Guaraciama
Guarda-Mor
Ibiaí
Ibiracatu
Icaraí de Minas
Imbé de Minas
Indaiabira
Inhapim
Inimutaba
Itabirinha
Itacambira
Itacarambi
Itaipé
Itamarandiba
Itambacuri
Itambé do Mato Dentro
Itaobim
Itaverava
Itinga
Itueta
Jaboticatubas
Jacinto
Jaíba
Jampruca
Januária
Japonvar
Jeceaba
Jenipapo de Minas
Jequeri
Jequitaí
Jequitibá
Jequitinhonha
Joaíma
Joanésia
Joaquim Felício
Jordânia
José Gonçalves de Minas
José Raydan
Josenópolis
Nova União
Juramento
Juvenília
Ladainha
Lagoa dos Patos
Lajinha
Lamim
Lassance
Leme do Prado
Lontra
Luisburgo
Luislândia
Machacalis
Malacacheta
Mamonas
Manga
Martins Soares
Mata Verde
Materlândia
Matias Cardoso
Matipó
Mato Verde
Medina
Mendes Pimentel
Mesquita
Minas Novas
Mirabela
Miravânia
Moeda
Monjolos
Montalvânia
Monte Azul
Monte Formoso
Montezuma
Morro da Garça
Morro do Pilar
Mutum
Nacip Raydan
Natalândia
Ninheira
Nova Belém
Nova Módica
Nova Porteirinha
Novo Cruzeiro
Novo Oriente de Minas
Novorizonte
Olhos-d'Água
Onça de Pitangui
Oratórios
Orizânia
Ouro Verde de Minas
Padre Carvalho
Padre Paraíso
Pai Pedro
Palmópolis
Passabém
Patis
Paula Cândido
Paulistas
Pavão
Peçanha
Pedra Bonita
Pedra do Anta
Pedra Dourada
Pedras de Maria da Cruz
Periquito
Pescador
Piedade de Caratinga
Piedade dos Gerais
Pintópolis
Piranga
Pocrane
Ponto Chique
Ponto dos Volantes
Porteirinha
Porto Firme
Poté
Presidente Bernardes
Presidente Juscelino
Presidente Kubitschek
Raul Soares
Reduto
Riachinho
Riacho dos Machados
Rio do Prado
Rio Espera
Rio Pardo de Minas
Rio Vermelho
Rubelita
Rubim
Sabinópolis
Salinas
Salto da Divisa
Santa Bárbara do Leste
Santa Cruz de Salinas
Santa Cruz do Escalvado
Santa Efigênia de Minas
Santa Fé de Minas
Santa Helena de Minas
Santa Margarida
Santa Maria de Itabira
Santa Maria do Salto
Santa Maria do Suaçuí
Santana de Pirapama
Santana do Manhuaçu
Santana do Riacho
Santana dos Montes
Santa Rita do Itueto
Santo Antônio do Itambé
Santo Antônio do Jacinto
Santo Antônio do Retiro
Santo Antônio do Rio Abaixo
Santo Hipólito
São Domingos das Dores
São Domingos do Prata
São Félix de Minas
São Francisco
São Geraldo da Piedade
São Geraldo do Baixio
São João da Lagoa
São João da Ponte
São João das Missões
São João do Manhuaçu
São João do Pacuí
São João do Paraíso
São João Evangelista
São José da Safira
São José do Divino
São José do Goiabal
São José do Jacuri
São José do Mantimento
São Miguel do Anta
São Pedro do Suaçuí
São Romão
São Sebastião do Anta
São Sebastião do Maranhão
São Sebastião do Rio Preto
Sardoá
Setubinha
Sem-Peixe
Senador Modestino Gonçalves
Senhora do Porto
Sericita
Serra Azul de Minas
Serra dos Aimorés
Serranópolis de Minas
Serro
Simonésia
Sobrália
Taiobeiras
Taparuba
Taquaraçu de Minas
Tarumirim
Tumiritinga
Turmalina
Ubaí
Ubaporanga
Umburatiba
Uruana de Minas
Urucuia
Vargem Grande do Rio Pardo
Varzelândia
Verdelândia
Veredinha
Vermelho Novo
Virgem da Lapa
Virginópolis
Virgolândia
