nom_mun
Águas Formosas
Albertina
Além Paraíba
Alfenas
Almenara
Alpinópolis
Alto Caparaó
Andradas
Araguari
Arantina
Arapuá
Araújos
Araxá
Bandeira do Sul
Barão de Cocais
Barão de Monte Alto
Barbacena
Barroso
Bela Vista de Minas
Belo Horizonte
Betim
Bicas
Bocaina de Minas
Bocaiúva
Bom Jesus da Penha
Bom Repouso
Bom Sucesso
Borda da Mata
Brasilândia de Minas
Brazópolis
Brumadinho
Buritis
Cabeceira Grande
Cachoeira da Prata
Cachoeira de Minas
Cachoeira Dourada
Caetanópolis
Caeté
Caiana
Caldas
Camanducaia
Cambuí
Cambuquira
Campanha
Campestre
Campo do Meio
Campos Altos
Cana Verde
Capetinga
Capim Branco
Capinópolis
Capitólio
Carangola
Carmo do Cajuru
Carmo do Rio Claro
Carmópolis de Minas
Carvalhópolis
Catuti
Caxambu
Cedro do Abaeté
Central de Minas
Centralina
Claraval
Claro dos Poções
Conceição da Aparecida
Conceição das Pedras
Conceição das Alagoas
Conceição dos Ouros
Confins
Congonhas
Conselheiro Lafaiete
Consolação
Contagem
Coronel Fabriciano
Córrego do Bom Jesus
Cristiano Otoni
Cristina
Cruzeiro da Fortaleza
Cruzília
Cuparaque
Curvelo
Delfim Moreira
Delfinópolis
Divino das Laranjeiras
Divinolândia de Minas
Divinópolis
Divisa Alegre
Divisa Nova
Divisópolis
Dom Bosco
Dom Cavati
Dona Euzébia
Dores de Campos
Dores do Indaiá
Douradoquara
Engenheiro Caldas
Espírito Santo do Dourado
Estiva
Estrela Dalva
Ewbank da Câmara
Extrema
Fama
Felixlândia
Fortuna de Minas
Frei Inocêncio
Fronteira
Gonçalves
Governador Valadares
Guarará
Heliodora
Ibiraci
Ibirité
Ibitiúra de Minas
Igarapé
Igaratinga
Ijaci
Inconfidentes
Inhaúma
Ipaba
Ipatinga
Ipuiúna
Iraí de Minas
Itabirinha
Itabirito
Itajubá
Itamarati de Minas
Itamonte
Itanhandu
Itaobim
Itapeva
Itaú de Minas
Itaúna
Ituiutaba
Itumirim
Jacuí
Jacutinga
Janaúba
João Monlevade
João Pinheiro
Jordânia
Juatuba
Juiz de Fora
Juruaia
Lagoa da Prata
Lagoa Formosa
Lagoa Grande
Lagoa Santa
Lambari
Lima Duarte
Machacalis
Machado
Madre de Deus de Minas
Manhuaçu
Manhumirim
Maravilhas
Maria da Fé
Marilac
Mário Campos
Marmelópolis
Mata Verde
Matias Barbosa
Matipó
Mato Verde
Matozinhos
Minduri
Miraí
Moema
Montes Claros
Monte Sião
Munhoz
Muzambinho
Nanuque
Naque
Natalândia
Natércia
Nova Era
Nova Lima
Nova Porteirinha
Nova Resende
Nova Serrana
Olímpio Noronha
Ouro Branco
Ouro Fino
Ouro Preto
Paineiras
Pains
Paiva
Palmópolis
Papagaios
Pará de Minas
Paraisópolis
Paraopeba
Passa Quatro
Passos
Patrocínio do Muriaé
Pedra Azul
Pedralva
Pedro Leopoldo
Perdões
Piau
Piedade de Caratinga
Piranguçu
Piranguinho
Pirapora
Pitangui
Piumhi
Planura
Poços de Caldas
Pompéu
Pouso Alegre
Prudente de Morais
Raposos
Resende Costa
Ribeirão das Neves
Ribeirão Vermelho
Rio Doce
Rio Novo
Rio Preto
Rochedo de Minas
Rubim
Sabará
Santa Bárbara
Santa Cruz de Minas
Santa Luzia
Santa Maria do Suaçuí
Santana de Cataguases
Santana do Jacaré
Santana do Paraíso
Santa Rita de Caldas
Santa Rosa da Serra
Santo Antônio do Monte
Santos Dumont
São Bento Abade
São Domingos das Dores
São Gonçalo do Pará
São Gonçalo do Sapucaí
São Gotardo
São João Batista do Glória
São João Nepomuceno
São José da Barra
São José da Lapa
São José da Varginha
São Lourenço
São Pedro da União
São Roque de Minas
São Tomé das Letras
Sapucaí-Mirim
Sarzedo
Senador Amaral
Senador José Bento
Serra dos Aimorés
Sete Lagoas
Taiobeiras
Timóteo
Tiradentes
Tocos do Moji
Toledo
Três Marias
Tumiritinga
Tupaciguara
Uberaba
Uberlândia
Umburatiba
Unaí
Vargem Bonita
Varginha
Várzea da Palma
Vazante
Vespasiano
Viçosa
Mathias Lobato
