nom_mun
Abre Campo
Açucena
Água Boa
Águas Vermelhas
Alto Rio Doce
Alvarenga
Alvorada de Minas
Amparo do Serra
Cachoeira de Pajeú
Angelândia
Antônio Dias
Araçuaí
Araponga
Aricanduva
Arinos
Ataléia
Augusto de Lima
Bandeira
Barra Longa
Berilo
Bertópolis
Berizal
Bias Fortes
Bom Jesus do Galho
Bonito de Minas
Botumirim
Brasília de Minas
Brás Pires
Braúnas
Buenópolis
Bugre
Buritis
Campo Azul
Canaã
Cantagalo
Caparaó
Capela Nova
Capelinha
Capitão Enéas
Caraí
Caranaíba
Carmésia
Catas Altas da Noruega
Catuji
Catuti
Chalé
Chapada do Norte
Chapada Gaúcha
Cipotânea
Coluna
Comercinho
Conceição de Ipanema
Conceição do Mato Dentro
Cônego Marinho
Congonhas do Norte
Coração de Jesus
Cordisburgo
Coroaci
Coronel Murta
Crisólita
Cristália
Curral de Dentro
Desterro de Entre Rios
Diogo de Vasconcelos
Divisópolis
Dom Joaquim
Dores de Guanhães
Dores do Turvo
Durandé
Engenheiro Navarro
Espinosa
Felício dos Santos
São Gonçalo do Rio Preto
Felisburgo
Ferros
Fervedouro
Formoso
Francisco Badaró
Francisco Dumont
Francisco Sá
Franciscópolis
Frei Gaspar
Frei Lagonegro
Fronteira dos Vales
Fruta de Leite
Gameleiras
Glaucilândia
Gonzaga
Grão Mogol
Guaraciaba
Guaraciama
Ibiaí
Ibiracatu
Icaraí de Minas
Imbé de Minas
Indaiabira
Inhapim
Itacambira
Itacarambi
Itaipé
Itamarandiba
Itambacuri
Itambé do Mato Dentro
Itaobim
Itaverava
Itinga
Jaboticatubas
Jacinto
Jaíba
Jampruca
Januária
Japonvar
Jeceaba
Jenipapo de Minas
Jequeri
Jequitaí
Jequitibá
Jequitinhonha
Joaíma
Joanésia
Joaquim Felício
Jordânia
José Gonçalves de Minas
José Raydan
Josenópolis
Juvenília
Ladainha
Lagoa dos Patos
Lamim
Lassance
Lontra
Luisburgo
Luislândia
Malacacheta
Mamonas
Manga
Materlândia
Matias Cardoso
Mato Verde
Mesquita
Minas Novas
Mirabela
Miravânia
Monjolos
Montalvânia
Monte Azul
Monte Formoso
Montezuma
Morro da Garça
Morro do Pilar
Mutum
Nacip Raydan
Ninheira
Nova Belém
Nova Módica
Nova Porteirinha
Novo Cruzeiro
Novo Oriente de Minas
Novorizonte
Olhos-d'Água
Orizânia
Ouro Verde de Minas
Padre Carvalho
Padre Paraíso
Pai Pedro
Palmópolis
Passabém
Patis
Paulistas
Pavão
Peçanha
Pedra Bonita
Pedra do Anta
Pedra Dourada
Pedras de Maria da Cruz
Piedade dos Gerais
Pintópolis
Piranga
Ponto Chique
Ponto dos Volantes
Porteirinha
Porto Firme
Poté
Presidente Bernardes
Presidente Juscelino
Riachinho
Riacho dos Machados
Rio do Prado
Rio Espera
Rio Pardo de Minas
Rio Vermelho
Rubelita
Sabinópolis
Santa Bárbara do Leste
Santa Cruz de Salinas
Santa Cruz do Escalvado
Santa Efigênia de Minas
Santa Fé de Minas
Santa Helena de Minas
Santa Margarida
Santa Maria de Itabira
Santa Maria do Salto
Santa Maria do Suaçuí
Santana de Pirapama
Santana do Riacho
Santana dos Montes
Santo Antônio do Itambé
Santo Antônio do Jacinto
Santo Antônio do Retiro
Santo Antônio do Rio Abaixo
São Domingos das Dores
São Félix de Minas
São Francisco
São Geraldo da Piedade
São João da Lagoa
São João da Ponte
São João das Missões
São João do Pacuí
São João do Paraíso
São João Evangelista
São José da Safira
São José do Divino
São José do Jacuri
São José do Mantimento
São Pedro do Suaçuí
São Romão
São Sebastião do Anta
São Sebastião do Maranhão
São Sebastião do Rio Preto
Sardoá
Setubinha
Senador Modestino Gonçalves
Senhora do Porto
Senhora dos Remédios
Sericita
Serra Azul de Minas
Serranópolis de Minas
Serro
Simonésia
Taquaraçu de Minas
Ubaí
Ubaporanga
Urucuia
Vargem Grande do Rio Pardo
Varzelândia
Verdelândia
Veredinha
Vermelho Novo
Virgem da Lapa
Virginópolis
Virgolândia
