nom_mun
Abadia dos Dourados
Abaeté
Água Comprida
Aguanil
Aiuruoca
Alagoa
Albertina
Alfredo Vasconcelos
Alpinópolis
Alterosa
Andradas
Andrelândia
Antônio Carlos
Antônio Prado de Minas
Aracitaba
Araguari
Arantina
Araporã
Arapuá
Araújos
Arcos
Areado
Argirita
Baependi
Bambuí
Belmiro Braga
Bocaina de Minas
Bom Jardim de Minas
Bom Jesus da Penha
Bom Repouso
Bonfim
Borda da Mata
Botelhos
Brazópolis
Bueno Brandão
Cabo Verde
Cachoeira de Minas
Cachoeira Dourada
Caiana
Caldas
Camacho
Camanducaia
Cambuí
Campestre
Campina Verde
Campo do Meio
Campo Florido
Campos Gerais
Cana Verde
Candeias
Caparaó
Capela Nova
Capitólio
Carandaí
Carangola
Caratinga
Careaçu
Carmo do Cajuru
Carmo do Paranaíba
Carmo do Rio Claro
Carmópolis de Minas
Carneirinho
Carrancas
Carvalhópolis
Carvalhos
Casa Grande
Cascalho Rico
Conceição da Barra de Minas
Cedro do Abaeté
Central de Minas
Centralina
Claraval
Cláudio
Coimbra
Comendador Gomes
Conceição da Aparecida
Conceição das Pedras
Conceição do Pará
Conceição dos Ouros
Congonhal
Conquista
Conselheiro Pena
Consolação
Coqueiral
Coromandel
Córrego Danta
Córrego do Bom Jesus
Córrego Fundo
Cristais
Cristiano Otoni
Cristina
Crucilândia
Delfim Moreira
Delfinópolis
Desterro de Entre Rios
Desterro do Melo
Divinésia
Divisa Nova
Dom Silvério
Dom Viçoso
Dores do Indaiá
Doresópolis
Douradoquara
Elói Mendes
Entre Rios de Minas
Espera Feliz
Espírito Santo do Dourado
Estiva
Estrela Dalva
Estrela do Sul
Eugenópolis
Extrema
Fama
Faria Lemos
Formiga
Frutal
Goiabeira
Gonçalves
Grupiara
Guapé
Guidoval
Guimarânia
Guiricema
Gurinhatã
Heliodora
Iapu
Ibertioga
Ibiá
Ibitiúra de Minas
Iguatama
Ilicínea
Inconfidentes
Indianópolis
Ingaí
Ipanema
Ipiaçu
Ipuiúna
Iraí de Minas
Itaguara
Itamarati de Minas
Itamogi
Itamonte
Itanhomi
Itapagipe
Itapecerica
Itapeva
Ituiutaba
Itumirim
Iturama
Itutinga
Jacuí
Jacutinga
Jaguaraçu
Japaraíba
Jesuânia
Juruaia
Lagamar
Lagoa Dourada
Lagoa Formosa
Lagoa Grande
Lambari
Laranjal
Leandro Ferreira
Liberdade
Limeira do Oeste
Luminárias
Luz
Madre de Deus de Minas
Manhuaçu
Mantena
Maria da Fé
Maripá de Minas
Marmelópolis
Matutina
Medeiros
Mercês
Miradouro
Moema
Monsenhor Paulo
Monte Alegre de Minas
Monte Belo
Monte Carmelo
Monte Santo de Minas
Monte Sião
Morada Nova de Minas
Munhoz
Muzambinho
Natércia
Nepomuceno
Nova Resende
Oliveira Fortes
Ouro Fino
Paineiras
Pains
Paiva
Palma
Paraguaçu
Paraisópolis
Passa Quatro
Passa Tempo
Passa Vinte
Patos de Minas
Patrocínio
Patrocínio do Muriaé
Pedra do Indaiá
Pedralva
Pedro Teixeira
Perdizes
Perdões
Piau
Piedade do Rio Grande
Pimenta
Piracema
Piranguçu
Pirapetinga
Piraúba
Poço Fundo
Pouso Alto
Prata
Pratápolis
Pratinha
Presidente Olegário
Alto Jequitibá
Quartel Geral
Queluzito
Resende Costa
Resplendor
Ressaquinha
Ribeirão Vermelho
Rio Manso
Rio Paranaíba
Rio Pomba
Rio Preto
Ritápolis
Romaria
Rosário da Limeira
Sacramento
Santa Bárbara do Monte Verde
Santa Bárbara do Tugúrio
Santa Juliana
Santana da Vargem
Santana de Cataguases
Santana do Garambéu
Santa Rita de Caldas
Santa Rita de Jacutinga
Santa Rita de Ibitipoca
Santa Rita do Sapucaí
Santa Rosa da Serra
Santa Vitória
Santo Antônio do Aventureiro
Santo Antônio do Monte
Santos Dumont
São Francisco de Paula
São Francisco de Sales
São Francisco do Glória
São Geraldo
São Gonçalo do Abaeté
São João Batista do Glória
São João da Mata
São José da Barra
São José do Alegre
São Pedro da União
São Roque de Minas
São Sebastião da Bela Vista
São Sebastião da Vargem Alegre
São Sebastião do Oeste
São Sebastião do Rio Verde
São Tiago
São Tomás de Aquino
São Tomé das Letras
São Vicente de Minas
Sapucaí-Mirim
Senador Amaral
Senador Firmino
Senador José Bento
Senhora de Oliveira
Senhora dos Remédios
Seritinga
Serra da Saudade
Serra do Salitre
Serranos
Silveirânia
Silvianópolis
Soledade de Minas
Tabuleiro
Tapira
Tapiraí
Teixeiras
Tiradentes
Tiros
Tocantins
Tocos do Moji
Toledo
Tombos
Turvolândia
Unaí
União de Minas
Vargem Bonita
Varjão de Minas
Vazante
Veríssimo
Vieiras
Virgínia
Wenceslau Braz
